Title,Date
"Demon Slayer: Kimetsu no Yaiba: Tanjiro Kamado, Arco da Determinação Inabalável: Meu próprio aço","31/07/2021"
"Demon Slayer: Kimetsu no Yaiba: Tanjiro Kamado, Arco da Determinação Inabalável: Seleção final","31/07/2021"
"Demon Slayer: Kimetsu no Yaiba: Tanjiro Kamado, Arco da Determinação Inabalável: Sabito e Makomo","31/07/2021"
"Demon Slayer: Kimetsu no Yaiba: Tanjiro Kamado, Arco da Determinação Inabalável: Sakonji Urokodaki, o treinador","31/07/2021"
"Demon Slayer: Kimetsu no Yaiba: Tanjiro Kamado, Arco da Determinação Inabalável: Crueldade","31/07/2021"
"The Promised Neverland: Episódio 1 – 121045","31/07/2021"
"O cavaleiro das trevas","20/07/2021"
"Big Mouth: Temporada 4: O que você vai fazer?","08/07/2021"
"Big Mouth: Temporada 4: Casa mal-assombrada","08/07/2021"
"Big Mouth: Temporada 4: O funeral","08/07/2021"
"Big Mouth: Temporada 4: Quatro histórias, várias mãos","08/07/2021"
"Big Mouth: Temporada 4: Um novo Nick","07/07/2021"
"Big Mouth: Temporada 4: Onze de setembro","07/07/2021"
"Big Mouth: Temporada 4: Garotas da lanchonete","07/07/2021"
"Big Mouth: Temporada 4: Tudo culpa do cocô","07/07/2021"
"Big Mouth: Temporada 4: Menstruação interminável","07/07/2021"
"Big Mouth: Temporada 4: Meu novo eu","07/07/2021"
"Love, Death & Robots: Volume 2: O gigante afogado","07/07/2021"
"Love, Death & Robots: Volume 2: Gaiola de sobrevivência","07/07/2021"
"Love, Death & Robots: Volume 2: Pela casa","07/07/2021"
"Love, Death & Robots: Volume 2: A grama alta","07/07/2021"
"Love, Death & Robots: Volume 2: Snow no deserto","07/07/2021"
"Love, Death & Robots: Volume 2: Esquadrão de extermínio","06/07/2021"
"Love, Death & Robots: Volume 2: Gelo","06/07/2021"
"Love, Death & Robots: Volume 2: Atendimento automático ao cliente","06/07/2021"
"Sex/Life: Império de memórias","01/07/2021"
"Naruto Shippuden: Temporada 5: Quebrando o estilo cristal","01/07/2021"
"Naruto Shippuden: Temporada 5: A barreira de selamento de quatro pontas","01/07/2021"
"Naruto Shippuden: Temporada 5: Reagrupando!","01/07/2021"
"Naruto Shippuden: Temporada 5: O sentimento de cada um","01/07/2021"
"Sem Maturidade Para Isso: Temporada 2: Os homens são demais! / Cavalo secreto","01/07/2021"
"Sem Maturidade Para Isso: Temporada 2: Aonde você foi, Bridgette? / O despertar erótico de A.P. LaPearle","30/06/2021"
"Sem Maturidade Para Isso: Temporada 2: Bebida do tempo / O melhor professor do mundo","30/06/2021"
"Naruto Shippuden: Temporada 5: Dentro do nevoeiro","30/06/2021"
"Naruto Shippuden: Temporada 5: A besta de cauda barulhenta","30/06/2021"
"Naruto Shippuden: Temporada 5: O alvo é revelado","30/06/2021"
"Naruto Shippuden: Temporada 5: O labirinto dos reflexos distorcidos","30/06/2021"
"Naruto Shippuden: Temporada 5: O inimigo invisível","30/06/2021"
"Naruto Shippuden: Temporada 5: Os dois amuletos","30/06/2021"
"Sem Maturidade Para Isso: Temporada 2: Faz tudo / Supersságio","30/06/2021"
"Sem Maturidade Para Isso: Temporada 2: O sofá assombrado / Treino para ser corajoso","30/06/2021"
"Sem Maturidade Para Isso: Temporada 2: Problema de junta / Matriz cibernética","11/06/2021"
"Sem Maturidade Para Isso: Temporada 2: Cara-de-molho / Hóspede do inferno","11/06/2021"
"Sem Maturidade Para Isso: Temporada 2: Josh fica marombado / Conheça os frackers","11/06/2021"
"Naruto Shippuden: Temporada 5: Uma noite chuvosa","11/05/2021"
"Naruto Shippuden: Temporada 5: Conectando corações","11/05/2021"
"Naruto Shippuden: Temporada 5: Encontro","11/05/2021"
"Naruto Shippuden: Temporada 5: O esconderijo de Orochimaru é descoberto","11/05/2021"
"Naruto Shippuden: Temporada 5: A determinação de um Shinobi","11/05/2021"
"Naruto Shippuden: Temporada 5: O preço do poder","11/05/2021"
"Naruto Shippuden: Temporada 4: Estilo vento: Rasen Shuriken!","11/05/2021"
"Naruto Shippuden: Temporada 4: Quando se amaldiçoa alguém, cava-se o próprio túmulo","11/05/2021"
"Naruto Shippuden: Temporada 4: O gênio Shikamaru","11/05/2021"
"Naruto Shippuden: Temporada 4: O terrível segredo","02/05/2021"
"Naruto Shippuden: Temporada 4: As habilidades de Kakuzu","02/05/2021"
"Naruto Shippuden: Temporada 4: Alvo na mira!","02/05/2021"
"Naruto Shippuden: Temporada 4: Equipe 10","02/05/2021"
"Naruto Shippuden: Temporada 4: Notícias tristes","01/05/2021"
"Naruto Shippuden: Temporada 4: Últimas palavras","01/05/2021"
"Naruto Shippuden: Temporada 4: Um grito interrompido","01/05/2021"
"Naruto Shippuden: Temporada 4: O julgamento","30/04/2021"
"Naruto Shippuden: Temporada 4: Escalada de prata","30/04/2021"
"Naruto Shippuden: Temporada 4: O próximo passo","30/04/2021"
"Naruto Shippuden: Temporada 4: A oração do velho monge","30/04/2021"
"Naruto Shippuden: Temporada 4: Sob o céu estrelado","30/04/2021"
"Naruto Shippuden: Temporada 4: A invasão da Akatsuki","30/04/2021"
"Naruto Shippuden: Temporada 4: Uma ameaça se aproxima","30/04/2021"
"Naruto Shippuden: Temporada 3: Meu amigo","30/04/2021"
"Naruto Shippuden: Temporada 3: Ressonância","30/04/2021"
"Naruto Shippuden: Temporada 3: Desespero","30/04/2021"
"Naruto Shippuden: Temporada 3: Momento de despertar","28/04/2021"
"Naruto Shippuden: Temporada 3: Uma luta até a morte","28/04/2021"
"Naruto Shippuden: Temporada 3: Almas ressuscitadas","28/04/2021"
"Naruto Shippuden: Temporada 3: Presa na escuridão","27/04/2021"
"Naruto Shippuden: Temporada 3: O sinal de fogo preto","27/04/2021"
"Naruto Shippuden: Temporada 3: Os dois reis","26/04/2021"
"Naruto Shippuden: Temporada 3: Companheiro de equipe","26/04/2021"
"Naruto Shippuden: Temporada 3: Contato","22/04/2021"
"Naruto Shippuden: Temporada 3: Impermanência","22/04/2021"
"Naruto Shippuden: Temporada 3: Um novo inimigo","22/04/2021"
"Naruto Shippuden: Temporada 3: Solidão","20/04/2021"
"Naruto Shippuden: Temporada 3: O despertar do sono eterno","19/04/2021"
"Naruto Shippuden: Temporada 3: Contorção","19/04/2021"
"Naruto Shippuden: Temporada 3: Vento","16/04/2021"
"Naruto Shippuden: Temporada 3: Pesadelo","31/03/2021"
"Naruto Shippuden: Temporada 2: Título","31/03/2021"
"Naruto Shippuden: Temporada 2: O poder de Uchiha","30/03/2021"
"Naruto Shippuden: Temporada 2: Reencontro","30/03/2021"
"Naruto Shippuden: Temporada 2: A história do álbum ilustrado","30/03/2021"
"Naruto Shippuden: Temporada 2: Algo importante…","30/03/2021"
"Naruto Shippuden: Temporada 2: Laços","30/03/2021"
"Naruto Shippuden: Temporada 2: Infiltração: o covil da cobra!","29/03/2021"
"Naruto Shippuden: Temporada 2: A página inacabada","29/03/2021"
"Naruto Shippuden: Temporada 2: Traição e suas consequências","29/03/2021"
"Naruto Shippuden: Temporada 2: O segredo da batalha","29/03/2021"
"Naruto Shippuden: Temporada 2: As lágrimas de Sakura","29/03/2021"
"Naruto Shippuden: Temporada 2: Orochimaru versus Jinchuriki","29/03/2021"
"Naruto Shippuden: Temporada 2: A missão super secreta se inicia","29/03/2021"
"Naruto Shippuden: Temporada 2: A nove caudas se liberta","29/03/2021"
"Naruto Shippuden: Temporada 2: A ponte Tenchi","28/03/2021"
"Naruto Shippuden: Temporada 2: Simulação","27/03/2021"
"Naruto Shippuden: Temporada 2: Sem título","26/03/2021"
"Naruto Shippuden: Temporada 2: O falso sorriso","26/03/2021"
"Naruto Shippuden: Temporada 2: Uma adição indesejada","26/03/2021"
"Naruto Shippuden: Temporada 2: Formação! A nova equipe Kakashi","26/03/2021"
"Naruto Shippuden: Temporada 2: Um novo alvo","26/03/2021"
"Naruto Shippuden: Temporada 1: A volta do Kazekage","25/03/2021"
"Naruto Shippuden: Temporada 1: O legado","25/03/2021"
"Naruto Shippuden: Temporada 1: A estética de um momento","25/03/2021"
"Naruto Shippuden: Temporada 1: Kakashi iluminado!","23/03/2021"
"Naruto Shippuden: Temporada 1: As feras ressuscitadas!","23/03/2021"
"Naruto Shippuden: Temporada 1: Um sonho impossível","20/03/2021"
"Naruto Shippuden: Temporada 1: Luta entre marionetes: dez contra cem!","20/03/2021"
"Naruto Shippuden: Temporada 1: Três minutos entre a vida e a morte","20/03/2021"
"Naruto Shippuden: Temporada 1: O terceiro Kazekage","20/03/2021"
"Naruto Shippuden: Temporada 1: Pai e mãe","20/03/2021"
"Naruto Shippuden: Temporada 1: As habilidades secretas de Chiyo","20/03/2021"
"Naruto Shippuden: Temporada 1: O verdadeiro rosto de Sasori","18/03/2021"
"Naruto Shippuden: Temporada 1: Hiruko contra duas Kunoichi!","18/03/2021"
"Naruto Shippuden: Temporada 1: Armadilhas ativadas... Os inimigos da Equipe Guy!","18/03/2021"
"Naruto Shippuden: Temporada 1: Postura tática: operação entrada em gancho!","18/03/2021"
"Naruto Shippuden: Temporada 1: A morte do Gaara!","10/03/2021"
"Naruto Shippuden: Temporada 1: O segredo do Jinchurik!","10/03/2021"
"Naruto Shippuden: Temporada 1: A esfera secreta se chama...","10/03/2021"
"Naruto Shippuden: Temporada 1: O crescimento de Naruto","10/03/2021"
"Naruto Shippuden: Temporada 1: Um encontro com destino","10/03/2021"
"Naruto Shippuden: Temporada 1: A determinação da vovó aposentada","10/03/2021"
"Naruto Shippuden: Temporada 1: A aprendiz de médica ninja","10/03/2021"
"Naruto Shippuden: Temporada 1: Jutsu de selamento: nove dragões fantasmas!","10/03/2021"
"Sem Maturidade Para Isso: Temporada 1: O cara-cachorro","09/03/2021"
"Sem Maturidade Para Isso: Temporada 1: Primeiro encontro / Lesmando","09/03/2021"
"Sem Maturidade Para Isso: Temporada 1: Até mais, meninos / Bata palma assim","09/03/2021"
"Sem Maturidade Para Isso: Temporada 1: Robô tutor / O jogador de ouro","09/03/2021"
"Sem Maturidade Para Isso: Temporada 1: Guerra de pegadinha / As mães legais","08/03/2021"
"Sem Maturidade Para Isso: Temporada 1: O pai do skate / Dia sem estresse","08/03/2021"
"Sem Maturidade Para Isso: Temporada 1: Fuga do Logan / Pais da sala","08/03/2021"
"Sem Maturidade Para Isso: Temporada 1: Prazeres com culpa / Casa perfeita","08/03/2021"
"Naruto Shippuden: Temporada 1: As lágrimas do Jinchuriki","23/02/2021"
"Naruto Shippuden: Temporada 1: Equipe Kakashi se mobiliza","23/02/2021"
"Naruto Shippuden: Temporada 1: Corra, Kankuro","23/02/2021"
"Naruto Shippuden: Temporada 1: Missão cumprida","23/02/2021"
"Naruto Shippuden: Temporada 1: Kazekage se mantém no alto","23/02/2021"
"Naruto Shippuden: Temporada 1: O Jinchuriki da areia","23/02/2021"
"Naruto Shippuden: Temporada 1: Os resultados do treinamento","23/02/2021"
"Naruto Shippuden: Temporada 1: Os Akatsuki entram em ação","23/02/2021"
"Naruto Shippuden: Temporada 1: Voltando para casa","23/02/2021"
"Avatar - A lenda de Aang: Avatar - A lenda de Aang: Livro 1: The Avatar Returns: Parte 2","10/02/2021"
"Avatar - A lenda de Aang: Avatar - A lenda de Aang: Livro 1: The Southern Air Temple","08/02/2021"
"Avatar - A lenda de Aang: Avatar - A lenda de Aang: Livro 1: The Boy in the Iceberg: The Avatar Returns: Parte 1","08/02/2021"
"A Casa","19/01/2021"
"Love, Death & Robots: Volume 1: ZIMA BLUE","16/12/2020"
"Love, Death & Robots: Volume 1: PONTO CEGO","16/12/2020"
"Love, Death & Robots: Volume 1: 13, NÚMERO DA SORTE","14/12/2020"
"Love, Death & Robots: Volume 1: HISTÓRIAS ALTERNATIVAS","14/12/2020"
"Love, Death & Robots: Volume 1: AJUDINHA","14/12/2020"
"Love, Death & Robots: Volume 1: NOITE DE PESCARIA","10/12/2020"
"Love, Death & Robots: Volume 1: METAMORFOS","10/12/2020"
"Love, Death & Robots: Volume 1: O LIXÃO","10/12/2020"
"Love, Death & Robots: Volume 1: BOA CAÇADA","10/12/2020"
"Love, Death & Robots: Volume 1: PROTEÇÃO CONTRA ALIENÍGENAS","10/12/2020"
"Love, Death & Robots: Volume 1: A TESTEMUNHA","10/12/2020"
"Love, Death & Robots: Volume 1: SUGADOR DE ALMAS","10/12/2020"
"Love, Death & Robots: Volume 1: A GUERRA SECRETA","09/12/2020"
"Love, Death & Robots: Volume 1: QUANDO O IOGURTE ASSUMIU O CONTROLE","09/12/2020"
"Love, Death & Robots: Volume 1: A VANTAGEM DE SONNIE","09/12/2020"
"Love, Death & Robots: Volume 1: ERA DO GELO","09/12/2020"
"Love, Death & Robots: Volume 1: PARA ALÉM DA FENDA DE ÁQUILA","09/12/2020"
"Love, Death & Robots: Volume 1: OS TRÊS ROBÔS","09/12/2020"
"Anaconda","06/12/2020"
"Exterminadores do Além Contra a Loira do Banheiro","06/12/2020"
"O Albergue","06/12/2020"
"Você: Temporada 1: Piloto","19/11/2020"
"Naruto: Temporada 7: Desespero: um coração fraturado","19/10/2020"
"Naruto: Temporada 7: Infiltração: movimente-se","19/10/2020"
"Naruto: Temporada 7: A porta fechada","08/10/2020"
"Naruto: Temporada 7: Lembranças: a página perdida","08/10/2020"
"Naruto: Temporada 7: Misturem, amassem e fervam!","08/10/2020"
"Naruto: Temporada 7: Quando as garças batem as asas","08/10/2020"
"Naruto: Temporada 7: Quando o tempo para","08/10/2020"
"Naruto: Temporada 7: A morte de Naruto","07/10/2020"
"Naruto: Temporada 7: Tarde demais para ajudar","25/09/2020"
"Naruto: Temporada 7: A intenção do toque","25/09/2020"
"Naruto: Temporada 7: O guerreiro maldito","25/09/2020"
"Naruto: Temporada 7: O aparecimento dos estranhos visitantes","25/09/2020"
"Naruto: Temporada 6: Caçar ou ser caçado? Decisão no templo O.K.","25/09/2020"
"Naruto: Temporada 6: O caçador de recompensas do deserto","25/09/2020"
"Naruto: Temporada 6: Siga-me! O grande desafio de sobrevivência","25/09/2020"
"Naruto: Temporada 6: Corra! O curry da vida","25/09/2020"
"Naruto: Temporada 6: O contra-ataque de Raiga","25/09/2020"
"Naruto: Temporada 6: As sinistras nuvens negras","24/09/2020"
"Naruto: Temporada 6: O inimigo do Byakugan","24/09/2020"
"Naruto: Temporada 6: Uma lição aprendida! O punho de ferro do amor!","24/09/2020"
"Naruto: Temporada 6: Marcha fúnebre para os vivos!","24/09/2020"
"Naruto: Temporada 6: Queime Byakugan ! Esse é meu jeito ninja de ser!!","21/09/2020"
"Naruto: Temporada 6: Uma batalha de insetos! Engane e será enganado!","21/09/2020"
"Naruto: Temporada 6: Qual a diferença? Todos os insetos não são parecidos?","17/09/2020"
"Naruto: Temporada 6: A busca pelo raro besouro Bikochu","17/09/2020"
"Naruto: Temporada 6: Um confronto do destino: você não pode me vencer!","17/09/2020"
"Naruto: Temporada 6: A sombra de Orochimaru","17/09/2020"
"Naruto: Temporada 6: Uma nova formação: Ino-Shika-Cho!","17/09/2020"
"Naruto: Temporada 6: Uma nova equipe! Duas pessoas e um cachorro?!","17/09/2020"
"Naruto: Temporada 6: Tonton! Eu estou contando com você!","17/09/2020"
"Naruto: Temporada 6: Os três vilões da prisão de segurança máxima","16/09/2020"
"Naruto: Temporada 6: A determinação de Sakura!","08/09/2020"
"Naruto: Temporada 6: Duas batidas do coração: a armadilha de Kabuto","08/09/2020"
"Naruto: Temporada 6: Puro terror! A casa de Orochimaru","08/09/2020"
"Naruto: Temporada 6: Traição inocente e um apelo fugaz!","08/09/2020"
"A Missy Errada","07/09/2020"
"Naruto: Temporada 6: Uma cidade de bandidos! A sombra do clã Fuuma","07/09/2020"
"Naruto: Temporada 6: Disfarce total!? Uma supermissão Nível S!","04/09/2020"
"Naruto: Temporada 5: A promessa que não pode ser cumprida","03/09/2020"
"Naruto: Temporada 5: O fim das lágrimas","03/09/2020"
"Naruto: Temporada 5: Apelo de um amigo","03/09/2020"
"Naruto: Temporada 5: Por um amigo","03/09/2020"
"Naruto: Temporada 5: Os segredos do Mangekyo Sharingan","03/09/2020"
"Naruto: Temporada 5: Pai e filho, o emblema partido","03/09/2020"
"Naruto: Temporada 5: Irmãos: distanciamento entre os Uchiha","03/09/2020"
"Naruto: Temporada 5: Um grito para ouvidos surdos","02/09/2020"
"Naruto: Temporada 5: Um golpe vingativo! A dança da Samambaia!","02/09/2020"
"Naruto: Temporada 5: A luta final: Gaara contra Kimimaro","02/09/2020"
"Atirador","28/08/2020"
"Dançarina Imperfeita","27/08/2020"
"Naruto: Temporada 5: Os shinobi da areia: aliados da Folha","27/08/2020"
"Naruto: Temporada 5: Possuído pela besta","27/08/2020"
"Naruto: Temporada 5: O demônio bonitão da aldeia da Folha!","27/08/2020"
"Naruto: Temporada 5: A distração: o retorno de Shikamaru!","27/08/2020"
"Naruto: Temporada 5: A batalha de cada um","27/08/2020"
"Naruto: Temporada 5: Rugidos e uivos! A derradeira equipe de lutadores","27/08/2020"
"Naruto: Temporada 5: Erro de calculo: um novo inimigo aparece!","26/08/2020"
"Naruto: Temporada 5: O hospedeiro chega tarde demais!","26/08/2020"
"Naruto: Temporada 5: Perder não é uma opção!","26/08/2020"
"Naruto: Temporada 5: 360 graus de visão: o ponto cego do Byakugan!","26/08/2020"
"Naruto: Temporada 5: Seu oponente sou eu!","26/08/2020"
"Naruto: Temporada 5: Adeus velho amigo. eu sempre acreditarei em você!","26/08/2020"
"Naruto: Temporada 5: Força total! Chouji, arrasa!","26/08/2020"
"Naruto: Temporada 5: Motim na equipe: a união se defaz!","26/08/2020"
"Naruto: Temporada 5: Som contra folha","26/08/2020"
"Naruto: Temporada 5: Formação! A equipe de resgate de Sasuke","26/08/2020"
"Naruto: Temporada 5: Um convite do som","26/08/2020"
"Naruto: Temporada 5: Rivais amargos e laços desfeitos","26/08/2020"
"Naruto: Temporada 5: A batalha começa: Naruto contra Sasuke!","26/08/2020"
"Naruto: Temporada 4: O último arranco: o ato final de desespero","26/08/2020"
"CHiPs: O Filme","24/08/2020"
"Naruto: Temporada 4: Uma Batalha Feroz do Trovão Retumbante!","24/08/2020"
"Naruto: Temporada 4: Corra, Idate, corra… A Ilha Nagi o aguarda!","24/08/2020"
"Naruto: Temporada 4: A corrida começou! Problemas em alto mar!","24/08/2020"
"Naruto: Temporada 4: Missão: ajudar um velho amigo do país do chá!","24/08/2020"
"Naruto: Temporada 4: O verdadeiro rosto do Kakashi-Sensei!","24/08/2020"
"Naruto: Temporada 4: Sensei e o aluno: o laço dos shinobi!","24/08/2020"
"Naruto: Temporada 4: A vontade do fogo ainda queima","24/08/2020"
"Naruto: Temporada 4: O aviso de Tsunade: ninja nunca mais!","24/08/2020"
"Naruto: Temporada 4: Sequestrado! A aventura de Naruto nas fontes termais","24/08/2020"
"Naruto: Temporada 4: Paralisação completa! O fim do Sannin!","24/08/2020"
"Naruto: Temporada 4: O quinto Hokage…Apostando a vida","24/08/2020"
"Naruto: Temporada 4: Atacar! A fúria do Rasengan!","24/08/2020"
"Naruto: Temporada 4: Interrupção…O acordo acabou!","24/08/2020"
"Naruto: Temporada 4: Uma oferta duvidosa! A escolha de Tsunade!","24/08/2020"
"Naruto: Temporada 4: Herança! O colar da morte!","24/08/2020"
"Naruto: Temporada 4: Imperdoável! Uma total falta de respeito!","23/08/2020"
"Naruto: Temporada 4: Uma escolha impossível: a dor dentro do coração de Tsunade","23/08/2020"
"Naruto: Temporada 4: Ponto focal: a marca da folha!","23/08/2020"
"Naruto: Temporada 4: O treinamento continua: estoure o balão d´água!","23/08/2020"
"Naruto: Temporada 4: Um novo treinamento começa! Eu serei forte!","23/08/2020"
"Operação Fronteira","21/08/2020"
"A Barraca do Beijo 2","21/08/2020"
"Power","21/08/2020"
"Naruto: Temporada 4: Ódio entre os Uchihas: o último do clã!","21/08/2020"
"Naruto: Temporada 4: Ruja, Chidori! Irmão contra irmão!","21/08/2020"
"Naruto: Temporada 4: Jiraiya: o potencial desastre do Naruto!","21/08/2020"
"Naruto: Temporada 4: Olho no olho: Sharingan contra Sharingan!","21/08/2020"
"Naruto: Temporada 4: O retorno da névoa matutina","21/08/2020"
"Naruto: Temporada 3: O terceiro Hokage, para sempre...","21/08/2020"
"Naruto: Temporada 3: Além do limite da escuridão e luz!","21/08/2020"
"Naruto: Temporada 3: O manual do ninja Naruto!","21/08/2020"
"Naruto: Temporada 3: Luz contra escuridão: as duas faces de Gaara","20/08/2020"
"Naruto: Temporada 3: O assassino da noite enluarada","20/08/2020"
"Naruto: Temporada 3: A decisão de Sasuke: pressionado ao extremo!","20/08/2020"
"Naruto: Temporada 3: Uma verdade surpreendente! A identidade do Gaara aparece!","20/08/2020"
"Naruto: Temporada 3: Técnica secreta proibida: selo Ceifeiro da Morte!","20/08/2020"
"Naruto: Temporada 3: Um erro do passado: o rosto revelado!","20/08/2020"
"Naruto: Temporada 3: Uma luta incomparável: Hokage contra Hokage!","20/08/2020"
"Naruto: Temporada 3: O ocioso entra em ação:chega de preguiça!","20/08/2020"
"Naruto: Temporada 3: Aldeia angustiada missão nível A!","20/08/2020"
"Naruto: Temporada 3: Zero hora! A destruição da aldeia da Folha começa!","20/08/2020"
"Naruto: Temporada 3: Atrasado para o show, mas pronto para lutar! A derradeira técnica nasce!","14/08/2020"
"Naruto: Temporada 3: O Jutsu do sobrancelhudo: estilo Sasuke!","14/08/2020"
"Naruto: Temporada 3: Folha dançante, areia contorcida","14/08/2020"
"Naruto: Temporada 3: Motivação zero: o cara com inveja da nuvem!","14/08/2020"
"Naruto: Temporada 3: Bata ou desista: as rodadas finais ficam complicadas!","14/08/2020"
"Naruto: Temporada 3: O verdadeiro poder do perdedor!","10/08/2020"
"Naruto: Temporada 3: A derradeira defesa: no ponto zero!","10/08/2020"
"Naruto: Temporada 3: Byakugan contra Jutsu clones da sombra!","10/08/2020"
"Naruto: Temporada 3: As rodadas finais: a corrida para a arena de batalha!","10/08/2020"
"Naruto: Temporada 3: Hospital sitiado: a mão do mal revelada!","10/08/2020"
"Naruto: Temporada 3: Ele voa! Ele salta! Ele espreita! O Sapo Chefe aparece!","10/08/2020"
"Naruto: Temporada 3: Viva ou morra: arrisque tudo para ganhar tudo!","08/08/2020"
"Naruto: Temporada 3: Um sentimento de anseio, uma flor cheia de esperança","08/08/2020"
"Thiago Ventura: POKAS","07/08/2020"
"Naruto: Temporada 3: Jutsu de invocação: a sabedoria do sábio Sapo!!","07/08/2020"
"Naruto: Temporada 3: Após muito tempo: Jiraiya retorna!","07/08/2020"
"Naruto: Temporada 2: Ebisu Returns: Naruto's Toughest Training Yet!","28/07/2020"
"Naruto: Temporada 2: A Shadow in Darkness: Danger Approaches Sasuke","28/07/2020"
"Naruto: Temporada 2: The Fifth Gate: A Splendid Ninja Is Born","28/07/2020"
"Naruto: Temporada 2: Lee's Hidden Strength: Forbidden Secret Jutsu!","28/07/2020"
"Naruto: Temporada 2: Gaara vs. Rock Lee: The Power of Youth Explodes!","28/07/2020"
"Naruto: Temporada 2: A Failure Stands Tall!","28/07/2020"
"Naruto: Temporada 2: Byakugan Battle: Hinata Grows Bold!","27/07/2020"
"Naruto: Temporada 2: Surprise Attack! Naruto's Secret Weapon!","27/07/2020"
"Naruto: Temporada 2: Akamaru Unleashed! Who's Top Dog Now?","27/07/2020"
"Naruto: Temporada 2: Killer Kunoichi and a Shaky Shikamaru","27/07/2020"
"Naruto: Temporada 2: The Ultimate Battle: Cha!","26/07/2020"
"Naruto: Temporada 2: Kunoichi Rumble: The Rivals Get Serious!","26/07/2020"
"Naruto: Temporada 2: Kakashi and Orochimaru: Face-to-Face!","26/07/2020"
"Naruto: Temporada 2: Bushy Brow's Jealousy: Lions Barrage Unleashed!","26/07/2020"
"Naruto: Temporada 2: Narrowing the Field: Sudden Death Elimination!","26/07/2020"
"Naruto: Temporada 2: Surviving the Cut!  The Rookie Nine Together Again!","26/07/2020"
"Naruto: Temporada 2: Clone vs. Clone: Mine are Better than Yours!","26/07/2020"
"Naruto: Temporada 2: The Scroll's Secret: No Peeking Allowed","26/07/2020"
"Naruto: Temporada 2: Akamaru Trembles: Gaara's Cruel Strength!","26/07/2020"
"Naruto: Temporada 2: Battle Formation: Ino-Shika-Cho!","26/07/2020"
"Naruto: Temporada 2: Sakura Blossoms!","26/07/2020"
"Naruto: Temporada 2: Bushy Brow's Pledge: Undying Love and Protection!","26/07/2020"
"Naruto: Temporada 2: The Sharingan Revived: Dragon-Flame Jutsu!","26/07/2020"
"MILF","24/07/2020"
"Parker","24/07/2020"
"Naruto: Temporada 2: Naruto's Counterattack: Never Give In!","24/07/2020"
"Naruto: Temporada 2: Eat or Be Eaten: Panic in the Forest","24/07/2020"
"Naruto: Temporada 2: The Chunin Exam Stage 2: The Forest of Death","24/07/2020"
"Naruto: Temporada 1: Special Report: Live from the Forest of Death!","24/07/2020"
"Naruto: Temporada 1: The Tenth Question: All or Nothing!","24/07/2020"
"Naruto: Temporada 1: Start Your Engines: The Chunin Exam Begins!","24/07/2020"
"Naruto: Temporada 1: Genin Takedown! All Nine Rookies Face Off!","24/07/2020"
"Naruto: Temporada 1: Chunin Challenge: Rock Lee vs. Sasuke!","23/07/2020"
"Naruto: Temporada 1: Identify Yourself: Powerful New Rivals","23/07/2020"
"Naruto: Temporada 1: A New Chapter Begins: The Chunin Exam!","23/07/2020"
"Naruto: Temporada 1: The Demon in the Snow","23/07/2020"
"Naruto: Temporada 1: The Weapons Known as Shinobi","23/07/2020"
"Resgate","20/07/2020"
"Bala Perdida","19/07/2020"
"The Old Guard","19/07/2020"
"Adú","17/07/2020"
"Atômica","04/07/2020"
"Black Mirror: Bandersnatch","04/07/2020"
"A Teoria de Tudo","04/07/2020"
"Gravidade","04/07/2020"
"O Poço","03/07/2020"
"Patrulha Canina: Temporada 2: Os filhotes salvam os pinguins / Os filhotes salvam um filhote de golfinho","29/12/2019"
"Klaus","28/12/2019"
"Bob Esponja - Um Herói Fora D'Água","27/12/2019"
